id;nazwisko;ulica;telefon;dupa
6451;Jędrasiak;Konarskiego;32 642 55 21;
6452;Nocek;Daszyńskiego;+48 720 514 437;
6453;Wons;Osiedlowa;660 510 721;
6454;Kubowicz;Warszawska;+48 532 501 473;
6455;Roter;Wiązowa;502 694 089;
6456;Koman;Cyprysowa;797 757 758;
6457;Pacewicz;Chabrowa;+48 696 572 082;
6458;Staniaszek;Orzeszkowej;+48 514 283 020;
6459;Młynarz;Królewska;883 456 396;
6460;Danilczuk;Plażowa;+48 516 854 010;
6461;Sygut;Spokojna;+48 513 104 506;
6462;Żybura;Wysoka;880 859 424;
6463;Ciuk;Głowackiego;+48 789 307 537;
6464;Powała;Szmaragdowa;+48 690 685 051;
6465;Bors;Morcinka;604 560 819;
6466;Nickel;Środkowa;+48 572 007 233;
6467;Front;Paderewskiego;+48 724 389 615;
6468;Dziadkiewicz;Towarowa;576 282 778;
6469;Muskała;Tulipanowa;699 377 081;
6470;Misior;Strażacka;+48 698 039 634;
6471;Engel;Gałczynskiego;722 345 622;
6472;Bejger;Skrajna;+48 506 500 237;
6473;Skrobot;Podmiejska;+48 22 977 13 35;
6474;Bernatek;Kościelna;+48 507 657 825;
6475;Dulik;Konarskiego;+48 32 007 62 49;
6476;Dmoch;Powstańców Śląskich;723 384 364;
6477;Samson;Handlowa;+48 601 964 883;
6478;Giezek;Kasztanowa;515 233 001;
6479;Lazarek;Tysiąclecia;727 224 343;
6480;Piotrkowicz;Brzozowa;+48 505 593 058;
6481;Betlej;Jeziorna;571 234 326;
6482;Pabisiak;Krakowska;669 576 854;
6483;Kolber;Jesionowa;+48 572 283 956;
6484;Muc;Opolska;+48 786 743 316;
6485;Jamroz;Krańcowa;32 402 32 83;
6486;Praczyk;Poziomkowa;+48 880 245 458;
6487;Jachimczyk;Wyzwolenia;788 745 098;
6488;Batóg;Opolska;+48 693 536 629;
6489;Kucharzyk;Kossaka;+48 512 665 225;
6490;Matacz;Radosna;+48 798 474 614;
6491;Rząd;Jaworowa;663 942 479;
6492;Ziajka;Środkowa;663 641 761;
6493;Puto;Zbożowa;577 521 508;
6494;Krzosek;Rolna;+48 574 372 622;
6495;Wakuła;Gajowa;+48 32 298 47 97;
6496;Gregorowicz;Kalinowa;886 877 901;
6497;Grzech;Morelowa;+48 22 970 47 87;
6498;Kidoń;Błękitna;+48 667 356 377;
6499;Tabiś;Plater;729 521 844;
6500;Kosałka;Powstańców Śląskich;538 003 499;
6501;Wawak;Magnoliowa;537 153 645;
6502;Madejczyk;Batalionów Chłopskich;+48 882 714 505;
6503;Latacz;Leśna;783 646 356;
6504;Jałowiec;Wrzosowa;+48 668 507 215;
6505;Seweryniak;Swierkowa;+48 506 982 974;
6506;Strycharz;Wyspiańskiego;32 380 43 10;
6507;Hamerla;Zielna;505 779 639;
6508;Świt;Pomorska;+48 784 231 890;
6509;Skupin;Zaciszna;+48 536 897 807;
6510;Matacz;Dobra;+48 602 001 173;
6511;Habdas;Piwna;694 549 886;
6512;Kokosza;Kruczkowskiego;+48 532 575 434;
6513;Węgrzynek;Perłowa;+48 530 578 023;
6514;Sładek;Skłodowskiej-Curie;503 638 480;
6515;Kotlarek;Lubelska;22 909 69 12;
6516;Panuś;Pszenna;535 362 394;
6517;Basa;Spacerowa;601 973 344;
6518;Klepka;Grunwaldzka;+48 607 856 093;
6519;Kościesza;Waryńskiego;+48 731 710 241;
6520;Kazberuk;Traugutta;577 040 169;
6521;Neska;Kolorowa;665 232 039;
6522;Frukacz;Średnia;669 916 765;
6523;Łabuś;Jana III Sobieskiego;+48 512 043 303;
6524;Loska;Szeroka;538 457 401;
6525;Kostek;Pogodna;788 763 418;
6526;Sławik;Staszica;32 530 41 63;
6527;Franiak;Wojciecha;+48 724 747 979;
6528;Hołysz;Nowowiejska;578 926 445;
6529;Goś;Daszyńskiego;575 564 714;
6530;Hus;Solidarnosci;780 682 837;
6531;Gradek;Azaliowa;506 959 062;
6532;Smolka;Skargi;+48 886 351 535;
6533;Kalinka;Floriana;22 358 70 90;
6534;Kramer;Okrężna;+48 608 630 000;
6535;Makulec;Chmielna;+48 603 137 481;
6536;Szykuła;Morelowa;+48 32 171 80 28;
6537;Stąpor;Daleka;690 032 214;
6538;Olas;Słowicza;+48 509 662 632;
6539;Laskus;Podmiejska;604 422 889;
6540;Grądziel;Żabia;+48 515 409 189;
6541;Bogdał;Modrzewiowa;723 367 876;
6542;Kapral;Robotnicza;+48 32 281 07 10;
6543;Ważna;Ciasna;722 762 986;
6544;Teodorowicz;Lazurowa;+48 691 654 300;
6545;Uss;Ptasia;+48 696 318 987;
6546;Kajdas;Jodłowa;694 823 140;
6547;Przewoźna;Azaliowa;663 064 408;
6548;Sito;Leszczynowa;+48 533 482 611;
6549;Złotek;Norwida;783 456 901;
6550;Waraksa;Krasickiego;+48 578 648 878;
6551;Rembisz;Północna;731 966 649;
6552;Gonsior;Kazimierza Wielkiego;+48 664 619 699;
6553;Śmieszek;Magnoliowa;692 330 122;
6554;Pasieczna;Krótka;32 250 43 05;
6555;Pokrzywa;Sowia;695 459 124;
6556;Ciepła;Kościuszki;+48 661 865 027;
6557;Walencik;Chopina;+48 691 260 575;
6558;Linka;Rolna;+48 32 342 71 23;
6559;Pawełkiewicz;Boczna;+48 501 978 762;
6560;Macha;Jodłowa;+48 534 963 326;
6561;Związek;Szeroka;794 162 064;
6562;Maculewicz;Morska;+48 733 534 858;
6563;Cięciwa;Stolarska;668 184 516;
6564;Martyka;Jana III Sobieskiego;+48 32 016 97 94;
6565;Olewniczak;Grabowa;514 238 911;
6566;Gamrat;Szymanowskiego;602 673 353;
6567;Siara;Słowackiego;+48 690 914 619;
6568;Malesza;Poziomkowa;536 873 971;
6569;Misiuk;Lubelska;+48 602 584 540;
6570;Nowrot;Spacerowa;+48 509 202 000;
6571;Słupek;Jesionowa;+48 22 450 50 29;
6572;Baster;Lelewela;787 908 374;
6573;Kacperczyk;Kielecka;798 612 802;
6574;Wąsiewicz;Miła;+48 692 195 644;
6575;Kuffel;Cmentarna;784 605 460;
6576;Plebanek;Rolna;+48 733 909 367;
6577;Kazubek;Bolesława Krzywoustego;22 946 64 34;
6578;Kuban;Krucza;782 281 139;
6579;Doroba;Południowa;727 883 277;
6580;Korgul;Kolorowa;+48 538 313 721;
6581;Jarema;Śląska;22 911 34 89;
6582;Kałwa;Waryńskiego;+48 500 450 249;
6583;Janasik;Cicha;+48 22 444 30 90;
6584;Kościk;Krzywa;+48 888 655 880;
6585;Zdancewicz;Floriana;799 145 953;
6586;Kozdroń;Fredry;666 460 771;
6587;Kremer;Szafirowa;731 052 636;
6588;Butrym;Wodna;+48 729 542 058;
6589;Boryczko;Sienkiewicza;+48 22 482 64 67;
6590;Sycz;Narcyzowa;507 720 200;
6591;Pyszka;Żytnia;+48 505 813 449;
6592;Ziarno;Skargi;+48 698 265 658;
6593;Zieniewicz;Zdrojowa;666 640 622;
6594;Bryda;Bema;+48 737 333 576;
6595;Częścik;Skośna;+48 692 140 220;
6596;Kretowicz;Podmiejska;22 386 65 34;
6597;Józefczak;Malczewskiego;+48 518 387 497;
6598;Fojt;Kruczkowskiego;+48 885 957 851;
6599;Sendor;Lwowska;+48 533 111 493;
6600;Kuffel;Niepodległości;+48 691 819 777;
6601;Bak;Bolesława Krzywoustego;+48 693 378 575;
6602;Stwora;Skargi;579 812 964;
6603;Gral;Stycznia;788 531 490;
6604;Dmoch;Szmaragdowa;+48 535 915 668;
6605;Kołaczek;Pałacowa;502 668 251;
6606;Marat;Stefana Batorego;667 994 792;
6607;Czulak;Waryńskiego;531 378 942;
6608;Szymaniuk;Jodłowa;+48 507 825 921;
6609;Kuciak;Wyspiańskiego;660 243 416;
6610;Młot;Narcyzowa;+48 506 140 405;
6611;Miąsik;Polna;791 704 655;
6612;Kliber;Wilcza;+48 696 058 290;
6613;Ciećko;Zdrojowa;+48 786 100 575;
6614;Skup;Podleśna;+48 667 102 296;
6615;Góraj;Pułaskiego;786 123 104;
6616;Hendzel;Mokra;575 838 367;
6617;Bilewicz;Makuszyńskiego;+48 513 315 110;
6618;Kopytko;Miodowa;+48 519 569 899;
6619;Błaziak;Zbożowa;+48 725 503 119;
6620;Majtyka;Turkusowa;692 585 548;
6621;Kuzior;Wieniawskiego;+48 22 822 89 17;
6622;Kalota;Ciasna;603 364 114;
6623;Gerlach;Krasińskiego;799 658 316;
6624;Pietrasiak;Władysława Łokietka;533 129 487;
6625;Wesoła;Nadrzeczna;+48 789 082 739;
6626;Klemczak;Stroma;+48 517 341 282;
6627;Oleksa;Wybickiego;+48 781 420 412;
6628;Stępka;Parkowa;504 494 705;
6629;Garbaciak;Wierzbowa;+48 531 458 265;
6630;Wojniak;Targowa;+48 780 240 087;
6631;Wichłacz;Osiedlowa;+48 733 159 308;
6632;Krzysiek;Rózana;+48 699 328 906;
6633;Kik;Mała;22 302 46 22;
6634;Karczmarz;Cyprysowa;734 668 595;
6635;Pietrewicz;Stolarska;+48 510 524 685;
6636;Janka;Myśliwska;725 244 786;
6637;Ignatiuk;Brzechwy;664 244 480;
6638;Usarek;Skłodowskiej-Curie;606 165 663;
6639;Kretowicz;Handlowa;+48 787 404 236;
6640;Felisiak;Popiełuszki;+48 32 031 01 41;
6641;Hewelt;Długosza;+48 665 581 329;
6642;Watras;Poprzeczna;+48 518 742 509;
6643;Moskalik;Średnia;734 153 850;
6644;Dawidek;Rybacka;+48 32 517 01 07;
6645;Linke;Fiołkowa;+48 699 779 713;
6646;Magryta;Parkowa;+48 534 786 048;
6647;Krzystek;Zaciszna;+48 32 154 74 72;
6648;Milewczyk;Sadowa;695 539 453;
6649;Łyjak;Owocowa;+48 735 891 518;
6650;Kolarczyk;Krakowska;578 550 043;
6651;Zontek;Przemysłowa;+48 727 409 148;
6652;Flieger;Tysiąclecia;507 166 714;
6653;Zbroszczyk;Głogowa;+48 570 145 542;
6654;Kapałka;Kościelna;32 267 48 99;
6655;Księżak;Wolności;32 627 02 95;
6656;Gogol;Rolna;+48 32 397 87 91;
6657;Danieluk;Spacerowa;+48 608 217 732;
6658;Lato;Lisia;32 384 73 58;
6659;Smardz;Krasińskiego;504 543 723;
6660;Fierek;Piekarska;790 540 237;
6661;Fuławka;Solidarnosci;+48 572 015 347;
6662;Niebudek;Maja;+48 731 606 529;
6663;Kryszkiewicz;Bursztynowa;+48 573 751 843;
6664;Klyszcz;Orla;887 292 635;
6665;Czenczek;Plater;784 230 685;
6666;Słabosz;Bolesława Chrobrego;728 488 321;
6667;Zacharek;Plażowa;+48 22 761 23 65;
6668;Jędrzejek;Widokowa;+48 533 207 338;
6669;Kurzydło;Wilcza;+48 883 856 649;
6670;Cyganik;Południowa;+48 739 165 255;
6671;Pacholczak;Żytnia;601 121 726;
6672;Drygała;Maczka;723 436 676;
6673;Drozdowicz;Kowalska;788 662 614;
6674;Leśko;Szafirowa;+48 604 279 453;
6675;Łudzik;Wierzbowa;576 643 015;
6676;Ankiewicz;Żytnia;609 356 542;
6677;Kozaczuk;Sowia;+48 698 145 953;
6678;Turczyk;Osiedlowa;+48 791 961 854;
6679;Mejer;Poziomkowa;731 824 773;
6680;Sura;Podgórna;+48 661 199 025;
6681;Sztaba;Fiołkowa;732 689 040;
6682;Spadło;Podmiejska;+48 663 969 027;
6683;Basa;Moniuszki;+48 728 746 652;
6684;Meissner;Źródlana;600 503 726;
6685;Sajda;Sawickiej;+48 32 250 06 84;
6686;Latek;Żurawia;+48 739 277 511;
6687;Prażmo;Wiejska;791 913 754;
6688;Tworzydło;Pałacowa;+48 729 526 860;
6689;Kowalak;Wałowa;785 699 170;
6690;Składanek;Waryńskiego;+48 721 481 016;
6691;Zyzik;Słoneczna;+48 799 723 526;
6692;Rysz;Stawowa;608 484 511;
6693;Broncel;Słoneczna;724 563 873;
6694;Tutka;Przechodnia;796 891 717;
6695;Cogiel;Brzechwy;693 126 300;
6696;Dycha;Bukowa;+48 519 726 271;
6697;Kruś;Opolska;603 084 414;
6698;Dywan;Matejki;+48 509 680 346;
6699;Szałas;Kolorowa;537 814 803;
6700;Murat;Pocztowa;+48 22 228 77 00;
6701;Kijas;Nowowiejska;601 607 735;
6702;Domoń;Rajska;+48 793 583 266;
6703;Działa;Źródlana;+48 699 864 585;
6704;Siarkiewicz;Kossaka;663 282 836;
6705;Kurzak;Powstańców Wielkopolskich;+48 668 887 142;
6706;Bodzak;Turystyczna;+48 882 517 076;
6707;Suszko;Jodłowa;+48 22 317 21 43;
6708;Ryfa;Niepodległości;662 426 274;
6709;Bareja;Jagodowa;+48 665 312 504;
6710;Gadzała;Mazowiecka;+48 883 482 832;
6711;Sosnówka;Kolejowa;698 678 029;
6712;Ochota;Wojciecha;510 339 815;
6713;Miechowicz;Bydgoska;32 517 03 14;
6714;Mamcarz;Reja;+48 22 790 14 89;
6715;Męcik;Turkusowa;733 744 764;
6716;Ciećko;Perłowa;513 209 132;
6717;Zyguła;Wysoka;22 381 30 76;
6718;Kośka;Rzeczna;+48 694 853 552;
6719;Kukieła;Asnyka;731 390 856;
6720;Łyczek;Słoneczna;+48 607 966 766;
6721;Bobko;Batalionów Chłopskich;696 151 266;
6722;Bok;Moniuszki;+48 668 468 512;
6723;Wacławczyk;Cyprysowa;+48 662 848 905;
6724;Hulbój;Pogodna;729 597 051;
6725;Kubiaczyk;Poprzeczna;+48 737 453 350;
6726;Wawrzyn;Pomorska;+48 606 392 892;
6727;Katana;Krańcowa;880 901 794;
6728;Miecznik;Wiosenna;504 277 572;
6729;Stanisławek;Brzoskwiniowa;22 293 51 65;
6730;Aleksiejuk;Stolarska;579 171 682;
6731;Pielech;Rycerska;573 852 711;
6732;Tytko;Widok;508 629 989;
6733;Gula;Wąska;723 951 965;
6734;Podsiedlik;Piaskowa;576 730 569;
6735;Mularz;Waryńskiego;600 478 375;
6736;Niemira;Topolowa;+48 782 899 641;
6737;Osial;Władysława Jagiełły;+48 722 370 975;
6738;Wosiek;Partyzantów;+48 727 061 967;
6739;Sobiło;Liliowa;+48 508 748 361;
6740;Włodarz;Krótka;+48 693 803 935;
6741;Ciepła;Piwna;+48 509 598 268;
6742;Suchoń;Willowa;731 005 637;
6743;Bojczuk;Powstańców Wielkopolskich;780 559 675;
6744;Piłka;Krańcowa;+48 518 978 827;
6745;Utrata;Magnoliowa;880 193 181;
6746;Meissner;Władysława Łokietka;578 579 987;
6747;Jeske;Morelowa;+48 539 314 236;
6748;Pielech;Cyprysowa;+48 516 164 044;
6749;Dzienis;Boczna;+48 519 714 234;
6750;Kościołek;Zachodnia;+48 503 722 204;
6751;Gierasimiuk;Szkolna;607 073 893;
6752;Wielgos;Lotnicza;669 171 128;
6753;Słobodzian;Wąska;32 084 95 15;
6754;Ekert;Lazurowa;781 429 283;
6755;Olszowa;Jesienna;+48 735 842 284;
6756;Radke;Grunwaldzka;22 538 29 45;
6757;Igras;Radosna;+48 728 180 340;
6758;Kacperczyk;Wyspiańskiego;880 608 023;
6759;Jantos;Konwaliowa;692 693 533;
6760;Madajczyk;Odrzańska;+48 573 349 900;
6761;Troka;Orkana;22 766 84 18;
6762;Kopyt;Wczasowa;734 303 853;
6763;Zwara;Żytnia;795 358 999;
6764;Kolek;Lwowska;+48 32 020 36 83;
6765;Trzpil;Zakole;+48 530 629 300;
6766;Walenciak;Kolejowa;885 628 032;
6767;Połetek;Rejtana;516 613 319;
6768;Warczak;Rzeczna;+48 780 174 879;
6769;Pruchnik;Kazimierza Wielkiego;503 956 952;
6770;Stąpor;Korczaka;786 012 865;
6771;Kuska;Korczaka;+48 884 442 783;
6772;Błaszyk;Lipowa;+48 780 060 780;
6773;Bakun;Górska;+48 739 926 417;
6774;Bienia;Majowa;665 492 174;
6775;Kobel;Krokusowa;734 690 809;
6776;Trepka;Rajska;571 295 417;
6777;Saran;Graniczna;+48 739 693 077;
6778;Konsek;Wyszyńskiego;534 316 403;
6779;Karkut;Wojciecha;604 035 063;
6780;Antończak;Tylna;+48 602 307 013;
6781;Karwala;Mokra;662 465 599;
6782;Michnik;Szczęśliwa;514 936 613;
6783;Huszcza;Polna;739 279 949;
6784;Latko;Kreta;+48 799 786 636;
6785;Jereczek;Rejtana;662 580 941;
6786;Kochel;Ludowa;575 859 664;
6787;Klamka;Zakole;798 211 997;
6788;Klekot;Żurawia;+48 735 376 845;
6789;Salawa;Kosynierów;737 950 624;
6790;Pasieczna;Jabłoniowa;+48 665 326 042;
6791;Gryska;Turkusowa;32 520 77 88;
6792;Langiewicz;Powstańców Wielkopolskich;+48 727 641 741;
6793;Gosek;Żwirki i Wigury;+48 722 235 429;
6794;Dziewa;Majowa;+48 696 382 358;
6795;Matula;Broniewskiego;720 675 509;
6796;Krzywonos;Łanowa;+48 883 056 412;
6797;Bubak;Żeromskiego;+48 32 769 46 71;
6798;Skrobek;Konstytucji 3 Maja;+48 732 652 941;
6799;Wawrzeńczyk;Wiatraczna;794 799 141;
6800;Bilewicz;Młynarska;533 303 324;
6801;Sromek;Wojciecha;699 126 347;
6802;Kryszczuk;Akacjowa;+48 669 897 500;
6803;Bojczuk;Nowowiejska;791 673 609;
6804;Wasążnik;Listopada;+48 534 931 975;
6805;Rymarz;Starowiejska;+48 22 559 88 92;
6806;Rochowiak;Stawowa;+48 22 115 32 10;
6807;Chlipała;Pomorska;+48 727 486 854;
6808;Wiekiera;Środkowa;519 895 276;
6809;Posłuszny;Promienna;+48 739 745 511;
6810;Stefankiewicz;Bukowa;579 533 638;
6811;Lalak;Sosnowa;+48 730 845 410;
6812;Madura;Wyspiańskiego;+48 504 896 880;
6813;Łodyga;Podmiejska;609 763 139;
6814;Kruszona;Skłodowskiej-Curie;666 316 819;
6815;Sarniak;Irysowa;+48 600 215 872;
6816;Miksza;Letniskowa;+48 507 980 069;
6817;Tułacz;Batalionów Chłopskich;663 746 442;
6818;Szajda;Jabłoniowa;517 333 357;
6819;Fogel;Baczynskiego;572 837 970;
6820;Ruman;Zapolskiej;799 652 361;
6821;Miecznik;Lelewela;+48 792 794 701;
6822;Hajdas;Osiedlowa;+48 727 011 865;
6823;Bandyk;Mokra;+48 690 528 041;
6824;Zimniak;Południowa;+48 507 381 176;
6825;Miękus;Leszczynowa;+48 514 797 614;
6826;Kołaczek;Krakowska;733 143 837;
6827;Warchał;Łabędzia;799 318 472;
6828;Bryja;Czereśniowa;+48 725 894 043;
6829;Mikita;Konopnickiej;+48 726 193 050;
6830;Milej;Wiejska;22 547 48 55;
6831;Łachacz;Narutowicza;+48 532 424 614;
6832;Klin;Tysiąclecia;22 843 28 48;
6833;Tabiś;Zdrojowa;+48 665 111 927;
6834;Smalec;Malczewskiego;794 548 465;
6835;Wudarczyk;Wyszyńskiego;+48 539 552 369;
6836;Pianka;Mała;502 312 083;
6837;Dziób;Bolesława Krzywoustego;+48 782 770 400;
6838;Wijata;Nowowiejska;+48 508 996 464;
6839;Migda;Osiedlowa;735 173 156;
6840;Warczak;Krucza;735 246 788;
6841;Jarczak;Popiełuszki;720 200 255;
6842;Kościesza;Makowa;32 733 27 07;
6843;Majdan;Przechodnia;783 967 293;
6844;Romaniak;Perłowa;723 690 426;
6845;Frania;Żwirowa;+48 786 396 867;
6846;Kuśka;Nowowiejska;791 622 058;
6847;Preuss;Poznańska;502 424 193;
6848;Bartuś;Zaciszna;+48 885 134 424;
6849;Dziewit;Kilińskiego;723 035 899;
6850;Wika;Cyprysowa;694 573 072;
6851;Klebba;Jana III Sobieskiego;32 608 58 15;
6852;Żołna;Źródlana;+48 727 012 441;
6853;Łodej;Bursztynowa;+48 738 588 597;
6854;Surdel;Poniatowskiego;693 540 666;
6855;Szykuła;Pałacowa;+48 726 709 216;
6856;Mały;Władysława Łokietka;570 401 713;
6857;Młynarz;Floriana;515 878 893;
6858;Wichary;Mała;+48 507 373 597;
6859;Matulewicz;Nadbrzeżna;515 414 068;
6860;Mirończuk;Szafirowa;+48 699 503 108;
6861;Tarach;Krzywa;883 368 516;
6862;Miszkiewicz;Mickiewicza;+48 577 924 315;
6863;Strządała;Spokojna;533 185 198;
6864;Burnat;Traugutta;+48 608 806 853;
6865;Doliwa;Szczęśliwa;32 072 53 93;
6866;Ciołczyk;Źródlana;+48 788 644 232;
6867;Mik;Sowia;736 668 903;
6868;Bochnia;Gdańska;22 067 41 44;
6869;Bzymek;Sikorskiego;+48 32 034 49 72;
6870;Reich;Tuwima;+48 501 626 918;
6871;Łyś;Fabryczna;663 126 941;
6872;Grzenia;Sokola;792 861 032;
6873;Wyciszkiewicz;Harcerska;692 584 888;
6874;Chaber;Harcerska;515 910 421;
6875;Rok;Wodna;793 339 949;
6876;Drela;Kosynierów;+48 32 916 44 94;
6877;Wakuła;Sosnowa;799 789 910;
6878;Zimoląg;Zamkowa;783 597 291;
6879;Szczechowicz;Turystyczna;738 440 124;
6880;Kułach;Brzozowa;+48 22 189 15 02;
6881;Malcher;Piastowska;+48 22 925 08 27;
6882;Fraś;Fabryczna;+48 22 551 74 49;
6883;Gozdur;Bema;+48 880 367 787;
6884;Szwiec;Towarowa;696 893 630;
6885;Wałek;Tysiąclecia;+48 788 097 604;
6886;Pochroń;Cisowa;798 513 034;
6887;Hajda;Podwale;+48 667 578 824;
6888;Piersa;Boczna;+48 519 393 792;
6889;Kwinta;Tylna;+48 32 466 26 12;
6890;Moroń;Kruczkowskiego;+48 730 669 435;
6891;Przewoźnik;Wałowa;574 612 931;
6892;Ziółko;Bałtycka;+48 22 691 93 25;
6893;Dyrek;Matejki;+48 728 717 235;
6894;Buchholz;Stawowa;537 167 735;
6895;Woszczyna;Gałczynskiego;883 513 858;
6896;Miros;Bursztynowa;739 344 611;
6897;Latek;Korczaka;694 929 548;
6898;Prochownik;Mickiewicza;+48 601 408 220;
6899;Burczak;Niepodległości;518 203 848;
6900;Kobak;Jagodowa;+48 518 944 093;
6901;Bartocha;Dojazdowa;32 753 02 84;
6902;Suda;Żwirowa;507 898 859;
6903;Raba;Okrzei;511 390 057;
6904;Durma;Kraszewskiego;+48 881 261 236;
6905;Mendak;Magnoliowa;516 766 034;
6906;Pindral;Gdańska;720 194 063;
6907;Moniuszko;Szeroka;+48 507 338 321;
6908;Durys;Dolna;+48 885 447 952;
6909;Hanc;Wiklinowa;32 067 61 22;
6910;Listwan;Jesionowa;785 986 256;
6911;Westfal;Kowalska;886 640 345;
6912;Wojewodzic;Hutnicza;+48 698 135 465;
6913;Zatoń;Wiejska;+48 22 696 57 76;
6914;Chłąd;Tęczowa;+48 604 647 703;
6915;Wyłupek;Lisia;+48 508 505 287;
6916;Matwiejczyk;Wiśniowa;784 339 205;
6917;Bachanek;Zakole;538 319 025;
6918;Basista;Górnicza;+48 785 471 575;
6919;Dawidek;Moniuszki;783 862 329;
6920;Obst;Rolna;660 021 857;
6921;Smektała;Słowicza;+48 536 838 280;
6922;Barczuk;Lelewela;665 558 356;
6923;Ryczko;Liliowa;+48 570 353 702;
6924;Prawdzik;Radosna;737 591 729;
6925;Fit;Widok;+48 786 257 725;
6926;Dumała;Perłowa;+48 22 749 05 79;
6927;Sapała;Krzywa;721 770 964;
6928;Leszczuk;Irysowa;+48 530 188 393;
6929;Zygmuntowicz;Narutowicza;+48 32 700 11 60;
6930;Kalista;Ludowa;722 071 068;
6931;Kurpisz;Gdańska;735 987 119;
6932;Gryka;Kilińskiego;+48 736 064 129;
6933;Członka;Kusocińskiego;+48 792 720 378;
6934;Żynda;Rejtana;+48 574 085 649;
6935;Szalast;Południowa;517 154 514;
6936;Krępa;Dąbrowskiej;735 970 639;
6937;Bytner;Niepodległości;22 968 03 58;
6938;Raźny;Poprzeczna;+48 535 755 057;
6939;Kuźnia;Daszyńskiego;+48 782 497 916;
6940;Gierach;Wyspiańskiego;+48 518 686 493;
6941;Wąsiewicz;Bankowa;+48 604 845 483;
6942;Buś;Rumiankowa;+48 734 151 830;
6943;Franiak;Nałkowskiej;32 325 39 99;
6944;Kontny;Łączna;693 646 553;
6945;Sobolak;Zbożowa;+48 726 704 258;
6946;Gąbka;Lipca;+48 660 567 544;
6947;Pachnik;Swierkowa;531 178 184;
6948;Szybiak;Morska;+48 505 356 276;
6949;Makieła;Kreta;603 442 585;
6950;Buśko;Turystyczna;577 956 264;
6951;Suchoń;Lotnicza;+48 32 427 07 24;
6952;Kunka;Rybacka;+48 600 496 374;
6953;Dzierżak;Kilińskiego;607 081 236;
6954;Makles;Wspólna;793 721 629;
6955;Wrześniak;Krakowska;+48 32 755 93 96;
6956;Przewoźniak;Spokojna;+48 578 829 284;
6957;Kott;Mazurska;+48 501 698 886;
6958;Kozok;Zakole;+48 733 517 946;
6959;Skierka;Bursztynowa;739 659 345;
6960;Galica;Rubinowa;607 878 308;
6961;Honkisz;Wodna;786 816 465;
6962;Kucharzyk;Fiołkowa;32 556 73 60;
6963;Trznadel;Długosza;+48 516 535 279;
6964;Suchta;Wrocławska;32 775 72 78;
6965;Cywka;Bema;698 992 448;
6966;Hetmańczyk;Górnicza;+48 795 195 142;
6967;Imiela;Kościuszki;+48 604 212 286;
6968;Siwa;Pałacowa;507 018 709;
6969;Han;Rumiankowa;731 342 945;
6970;Szatko;Grabowa;+48 782 787 987;
6971;Wacławczyk;Królewska;531 299 563;
6972;Zacharewicz;Wczasowa;+48 32 161 57 13;
6973;Cetera;Ptasia;+48 720 405 658;
6974;Flisek;Grabowa;506 208 234;
6975;Smoczyk;Chopina;+48 667 317 273;
6976;Kalisiak;Wczasowa;696 648 928;
6977;Kmak;Dąbrowskiego;+48 695 112 372;
6978;Machniak;Magnoliowa;+48 780 794 449;
6979;Bobel;Letnia;32 738 38 03;
6980;Kwoka;Lazurowa;+48 728 750 256;
6981;Wierzchoń;Boczna;602 856 152;
6982;Gryga;Lwowska;797 318 578;
6983;Reimann;Błękitna;+48 664 898 171;
6984;Bilik;Głowackiego;732 350 574;
6985;Kus;Powstańców;+48 500 825 601;
6986;Kajak;Kaliska;+48 32 376 63 59;
6987;Stebel;Jaworowa;32 865 43 49;
6988;Ostapczuk;Nowowiejska;+48 728 462 447;
6989;Golus;Składowa;533 366 066;
6990;Deryło;Borowa;+48 788 822 718;
6991;Bociek;Czereśniowa;+48 669 602 829;
6992;Wawrzonek;Wspólna;+48 22 612 64 16;
6993;Bąbel;Baczynskiego;503 832 629;
6994;Welenc;Borówkowa;22 652 00 10;
6995;Wołodźko;Turkusowa;500 249 015;
6996;Kierepka;Mickiewicza;519 579 289;
6997;Strug;Krótka;783 202 218;
6998;Capała;Kosynierów;+48 720 981 913;
6999;Małas;Konstytucji 3 Maja;32 624 63 35;
7000;Lulek;Swierkowa;+48 607 464 646;
7001;Klęczar;Osiedlowa;32 691 94 83;
7002;Hajdukiewicz;Prusa;+48 664 556 460;
7003;Łuczkiewicz;Zielona;+48 737 599 141;
7004;Stróż;Widok;732 012 607;
7005;Drobik;Krucza;+48 539 227 911;
7006;Proć;Sikorskiego;+48 514 722 037;
7007;Cholewka;Fredry;609 773 073;
7008;Waraksa;Fabryczna;722 155 161;
7009;Handke;Waryńskiego;+48 724 356 540;
7010;Radzewicz;Modrzewiowa;603 821 851;
7011;Bors;Słonecznikowa;+48 729 515 991;
7012;Bałdys;Księżycowa;+48 603 247 031;
7013;Bielat;Irysowa;696 249 500;
7014;Worach;Kolorowa;+48 609 541 352;
7015;Krzysztoszek;Podleśna;502 790 564;
7016;Schubert;Wiśniowa;+48 692 629 082;
7017;Kopczyk;Akacjowa;+48 883 975 228;
7018;Laskus;Okrzei;+48 22 814 87 24;
7019;Tworzydło;Warszawska;888 707 195;
7020;Sklorz;Starowiejska;+48 698 436 137;
7021;Gamoń;Ogrodowa;+48 660 622 559;
7022;Piekarek;Szafirowa;509 069 936;
7023;Cięciwa;Widok;+48 780 949 875;
